ResponseId,partisanship,ideology,gender,gender_4_TEXT,race,ethnicity,education,geography,ft_1,ft_2,ft_3,ft_4,ft_5,ft_6,social_media,dating_apps,siblings,children,grandchildren,hobbies_interests,occupation,personality,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,d1,d2,d3,d4,d5,d6,1_profile_binary,1_profile_likert_1,2_profile_binary,2_profile_likert_1,3_profile_binary,3_profile_likert_1,4_profile_binary,4_profile_likert_1,5_profile_binary,5_profile_likert_1,6_profile_binary,6_profile_likert_1,7_profile_binary,7_profile_likert_1,8_profile_binary,8_profile_likert_1,9_profile_binary,9_profile_likert_1,10_profile_binary,10_profile_likert_1,participantId,assignmentId,projectId,randomfamily1,randomparty1,randomhobby1,selectionStatus_hobby1,randomocc1,randomperson1,selectionStatus_family1,selectionStatus_party1,selectionStatus_occ1,selectionStatus_person1,randomfamily2,randomfamily3,randomfamily4,randomfamily5,randomfamily6,randomfamily7,randomfamily8,randomfamily9,randomfamily10,randomparty2,randomparty3,randomparty4,randomparty5,randomparty6,randomparty7,randomparty8,randomparty9,randomparty10,randomhobby2,randomhobby3,randomhobby4,randomhobby5,randomhobby6,randomhobby7,randomhobby8,randomhobby9,randomhobby10,randomocc2,randomocc3,randomocc4,randomocc5,randomocc6,randomocc7,randomocc8,randomocc9,randomocc10,randomperson2,randomperson3,randomperson4,randomperson5,randomperson6,randomperson7,randomperson8,randomperson9,randomperson10,selectionStatus_family2,selectionStatus_family3,selectionStatus_family4,selectionStatus_family5,selectionStatus_family6,selectionStatus_family7,selectionStatus_family8,selectionStatus_family9,selectionStatus_family10,selectionStatus_party2,selectionStatus_party3,selectionStatus_party4,selectionStatus_party5,selectionStatus_party6,selectionStatus_party7,selectionStatus_party8,selectionStatus_party9,selectionStatus_party10,selectionStatus_hobby2,selectionStatus_hobby3,selectionStatus_hobby4,selectionStatus_hobby5,selectionStatus_hobby6,selectionStatus_hobby7,selectionStatus_hobby8,selectionStatus_hobby9,selectionStatus_hobby10,selectionStatus_occ2,selectionStatus_occ3,selectionStatus_occ4,selectionStatus_occ5,selectionStatus_occ6,selectionStatus_occ7,selectionStatus_occ8,selectionStatus_occ9,selectionStatus_occ10,selectionStatus_person2,selectionStatus_person3,selectionStatus_person4,selectionStatus_person5,selectionStatus_person6,selectionStatus_person7,selectionStatus_person8,selectionStatus_person9,selectionStatus_person10,FL_47_DO
R_5G9EWTGpD5qAJu6,Republican,Moderate,Female,,White,No,Associate's degree,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",50,53,77,81,66,69,Never (but I used to),Never (and never have),"Yes, and I am the youngest.",No,No,"Arts: painting, creative writing, theater, photography, etc.",Retired,Introvert,1.658,140.485,141.065,22,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,No,2,No,2,No,2,No,2,No,2,No,2,No,2,No,2,No,2,No,2,31C05F694FFA4D99B35671A60DADDBB8,6218f74b-4ff3-43d5-80cd-ea9a18875d84,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Republican,"Intellectual: reading, taking classes, trivia, etc.",Unselected,Retired,Introvert,Selected,Selected,Selected,Selected,"No, I am an only child.","Yes, and I am the youngest.","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am the youngest.","Yes, and I am the oldest","No, I am an only child.","Yes, and I am the oldest","Yes, and I am in the middle",Republican,Republican,Democrat,Republican,Republican,Republican,Democrat,Republican,Democrat,"Active: sports, hiking, working out, etc","Food: cooking, baking, etc","Food: cooking, baking, etc","Food: cooking, baking, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc",Hospitality,Retired,Healthcare,Retired,Retired,Fitness Instructor,Retired,Unemployed,Retired,Extrovert,Introvert,Introvert,Introvert,Extrovert,Introvert,Introvert,Extrovert,Extrovert,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,background_gender|background_occupation|background_politics|background_hobbies|background_education|background_ft|background_race|background_geography|background_family|background_personality|background_media
R_54Hxc66dsEqaVIB,Republican,Conservative,Male,,White,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",33,39,36,47,69,70,Rarely,Never (and never have),"Yes, and I am the youngest.",Yes,Yes,"Intellectual: reading, taking classes, trivia, etc.",Education,Introvert,36.263,75.055,77.273,6,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,4,No,3,No,3,Yes,3,Yes,3,Yes,3,Yes,4,Yes,4,No,3,Yes,3,4D83E916AC3D4E128DACAC9EFD3DF7FB,bd087228-8700-4f9b-b13a-fe847c4c4ee3,f53608ff-9b3c-4b93-9859-168933159642,"No, I am an only child.",Democrat,"Intellectual: reading, taking classes, trivia, etc.",Selected,Education,Extrovert,Unselected,Unselected,Selected,Unselected,"Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am the oldest","Yes, and I am the youngest.",Democrat,Democrat,Republican,Republican,Republican,Democrat,Republican,Republican,Republican,"Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc","Active: sports, hiking, working out, etc","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.",Administrative,Education,Education,Education,Law Enforcement/Emergency Services,Minister/Pastor/Missions,Journalism,Education,Banking,Extrovert,Introvert,Extrovert,Introvert,Introvert,Introvert,Introvert,Extrovert,Introvert,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,background_race|background_gender|background_media|background_occupation|background_politics|background_education|background_family|background_personality|background_hobbies|background_geography|background_ft
R_5cCxqb7hxawzg0A,Democrat,Liberal,Male,,White,No,Master's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",90,94,3,3,93,94,Never (but I used to),Never (and never have),"Yes, and I am the oldest.",Yes,Yes,"Intellectual: reading, taking classes, trivia, etc.",Retired,Introvert,36.182,158.376,159.886,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,No,1,48472C882A06488AA52B65B834034476,4e944774-b3db-4756-97ef-b258b3106a94,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle",Democrat,"Food: cooking, baking, etc",Unselected,Food Services,Extrovert,Unselected,Selected,Unselected,Unselected,"Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle","Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am in the middle",Republican,Republican,Republican,Republican,Democrat,Republican,Republican,Republican,Republican,"Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.",Accounting,Retired,Retired,Human Resources,Customer Service,Hospitality,Unemployed,Retail,Retired,Extrovert,Extrovert,Introvert,Introvert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,background_occupation|background_race|background_education|background_gender|background_media|background_hobbies|background_geography|background_personality|background_ft|background_family|background_politics
R_2ZOEHQqhrz4zOO9,Democrat,Liberal,Female,,White,No,High school graduate,"Northeast (Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont)",75,86,10,15,71,75,Frequently,Never (but I used to),"Yes, and I am the oldest.",Yes,Yes,"Active: sports, hiking, working out, etc.",Retired,Introvert,60.274,104.146,105.478,6,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,5,Yes,5,No,3,No,1,Yes,3,Yes,4,Yes,5,No,3,No,3,No,1,EDF58081EE464642866627361C4452E9,19bc2372-887e-49fb-857c-60ad7aa3e0db,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Democrat,"Arts: painting, creative writing, theater, photography, etc",Unselected,Retired,Extrovert,Selected,Selected,Selected,Unselected,"Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the youngest","Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am the youngest","Yes, and I am the oldest.","Yes, and I am the oldest.",Democrat,Republican,Republican,Republican,Democrat,Democrat,Democrat,Republican,Republican,"Active: sports, hiking, working out, etc.","Food: cooking, baking, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.",Retired,Retired,Retired,Retired,Retired,Retired,Retired,Retired,Banking,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Introvert,Extrovert,Introvert,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,background_ft|background_race|background_family|background_politics|background_gender|background_personality|background_education|background_media|background_geography|background_occupation|background_hobbies
R_5i3WJokhzaZJcii,Democrat,Liberal,Female,,White,No,Master's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",81,100,0,7,87,42,Sometimes,Never (and never have),"Yes, and I am the oldest.",No,No,"Arts: painting, creative writing, theater, photography, etc.",Entertainment and the Arts,Introvert,9.757,54.835,56,12,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Yes,4,No,2,Yes,4,No,2,No,2,Yes,5,Yes,4,Yes,4,Yes,4,Yes,4,B8FF337BCE4E47709305D2A30A3C5F0E,adf80741-a7a8-451d-a4f0-649db9e40182,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle",Republican,"Arts: painting, creative writing, theater, photography, etc.",Selected,Librarian,Introvert,Unselected,Unselected,Unselected,Selected,"Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle","Yes, and I am the oldest.","No, I am an only child.",Republican,Republican,Republican,Republican,Democrat,Democrat,Republican,Democrat,Democrat,"Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.","Arts: painting, creative writing, theater, photography, etc.",Data Analytics/Research,Entertainment and the Arts,Accounting,Entertainment and the Arts,Entertainment and the Arts,Entertainment and the Arts,Entertainment and the Arts,Sales,Finance/Financial Services,Introvert,Introvert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Extrovert,Extrovert,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,background_gender|background_family|background_ft|background_personality|background_politics|background_hobbies|background_media|background_occupation|background_race|background_geography|background_education
R_2sdfXUV6aPU5Cbi,Republican,Very conservative,Female,,White,No,Other post high school vocational training,"Midwest (Illinois, Iowa, Indiana, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin)",5,5,98,100,92,92,Frequently,Never (and never have),"Yes, and I am the oldest.",No,No,"Intellectual: reading, taking classes, trivia, etc.",Hospitality,Introvert,21.397,51.949,54.422,6,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,No,1,No,2,Yes,4,No,1,Yes,5,Yes,4,No,1,No,1,No,1,No,1,BEBC019592F144039DF557423C3AFE2A,2a4ae9d9-849c-46b4-95d1-bce08bad9ee5,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle",Democrat,"Intellectual: reading, taking classes, trivia, etc.",Selected,Hospitality,Introvert,Unselected,Unselected,Selected,Selected,"Yes, and I am the youngest","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.",Republican,Republican,Democrat,Republican,Republican,Democrat,Democrat,Democrat,Republican,"Active: sports, hiking, working out, etc","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.",Hospitality,Hospitality,Student,Administrative,Administrative,Hospitality,Hospitality,Finance/Financial Services,Hospitality,Extrovert,Introvert,Introvert,Introvert,Introvert,Introvert,Introvert,Introvert,Extrovert,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,background_ft|background_geography|background_personality|background_occupation|background_hobbies|background_gender|background_family|background_media|background_education|background_politics|background_race
R_7PdJoOZYf3r375T,Democrat,Very liberal,Female,,White,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",100,100,0,0,54,52,Frequently,Never (and never have),"Yes, and I am the youngest.",Yes,Yes,"Intellectual: reading, taking classes, trivia, etc.",Education,Introvert,133.299,238.281,239.012,15,FALSE,TRUE,,TRUE,FALSE,TRUE,Yes,4,No,2,No,2,No,2,Yes,4,No,2,Yes,4,Yes,4,No,2,No,2,EBAEB4E45EB34446B80001458F6888A3,e5e69a6f-9a9e-4eb2-8b1e-c4f406bd0e5f,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Democrat,"Gaming: card games, board games, video games, etc.",Unselected,Education,Introvert,Selected,Selected,Selected,Selected,"Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am the youngest.","No, I am an only child.","No, I am an only child.","Yes, and I am the youngest.",Republican,Republican,Republican,Democrat,Republican,Democrat,Democrat,Republican,Republican,"Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc","Food: cooking, baking, etc",Education,Military,Education,Retired,Unemployed,Accounting,Hospitality,Education,Public Relations/Graphic Design,Introvert,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Introvert,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,background_geography|background_ft|background_hobbies|background_personality|background_gender|background_media|background_politics|background_family|background_education|background_occupation|background_race
R_5vxw58xzEx0STwR,Republican,Very conservative,Female,,White,No,Some college without degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",0,11,78,90,81,88,Frequently,Never (and never have),"Yes, and I am the oldest.",No,No,"Food: cooking, baking, etc.",Retail,Introvert,6.858,66.004,66.659,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,No,2,Yes,4,No,1,No,2,No,2,Yes,5,No,2,No,2,Yes,3,Yes,4,B49B750B391E45D99F2C3C16108B1E02,016a9072-a33e-4ecc-8598-cb3bd7719162,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Democrat,"Food: cooking, baking, etc.",Selected,Banking,Introvert,Selected,Unselected,Unselected,Selected,"Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle","Yes, and I am the youngest","Yes, and I am the oldest.","No, I am an only child.","No, I am an only child.","Yes, and I am the oldest.",Republican,Democrat,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Republican,"Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc","Food: cooking, baking, etc.","Food: cooking, baking, etc.","Food: cooking, baking, etc.","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc.","Intellectual: reading, taking classes, trivia, etc.",Aviation,Retail,Retail,Retail,Law Enforcement/Emergency Services,Sales,Journalism,Retail,Administrative,Extrovert,Introvert,Extrovert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Introvert,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,background_media|background_education|background_gender|background_race|background_geography|background_politics|background_occupation|background_hobbies|background_family|background_personality|background_ft
R_1Jt5GTpfKmTPYel,Republican,Conservative,Female,,White,No,Master's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",40,80,40,80,53,80,Frequently,Never (and never have),"Yes, and I am in the middle.",Yes,Yes,"Intellectual: reading, taking classes, trivia, etc.",Retired,Introvert,25.717,58.422,60.388,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,No,2,Yes,4,Yes,4,Yes,4,Yes,4,Yes,3,No,3,No,3,No,3,No,2,AF8465E87DA9499CBEFD654929E1917D,2c95d62b-966d-45e6-9d1e-404b6d2c2574,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest",Republican,"Gaming: card games, board games, video games, etc.",Unselected,Human Resources,Extrovert,Unselected,Selected,Unselected,Unselected,"Yes, and I am the oldest","No, I am an only child.","Yes, and I am the oldest","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am the oldest","Yes, and I am the youngest","Yes, and I am in the middle.",Republican,Republican,Democrat,Republican,Democrat,Republican,Republican,Democrat,Democrat,"Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc",Unemployed,Homemaker,Retired,Retired,Retired,Homemaker,Retired,Retired,Sales,Introvert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,background_occupation|background_education|background_personality|background_gender|background_race|background_geography|background_media|background_hobbies|background_ft|background_family|background_politics
R_5B5DHa66MuiWvTz,Democrat,Very liberal,Male,,White,No,Associate's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",80,80,0,0,25,75,Frequently,Rarely,"Yes, and I am the oldest.",No,No,"Intellectual: reading, taking classes, trivia, etc.",Healthcare,Introvert,13.815,110.703,113.37,15,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,4,Yes,5,No,1,No,1,No,1,No,1,No,1,No,1,Yes,5,Yes,4,991C6F7511D74E5C8CB188FA977727B7,1c9b6f37-62cd-410d-b590-e1fa643616d7,f53608ff-9b3c-4b93-9859-168933159642,"No, I am an only child.",Democrat,"Intellectual: reading, taking classes, trivia, etc.",Selected,Food Services,Extrovert,Unselected,Selected,Unselected,Unselected,"Yes, and I am the oldest.","Yes, and I am the youngest","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the youngest","Yes, and I am the oldest.","Yes, and I am the youngest","No, I am an only child.","Yes, and I am in the middle",Democrat,Republican,Republican,Republican,Republican,Republican,Republican,Democrat,Democrat,"Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc",Healthcare,Healthcare,Psychology/Counseling/Social Work,Psychology/Counseling/Social Work,Fitness Instructor,Student,Customer Service,Healthcare,Business Management,Introvert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Introvert,Introvert,Extrovert,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,background_ft|background_race|background_family|background_hobbies|background_occupation|background_media|background_education|background_personality|background_geography|background_gender|background_politics
R_7oC41fiP7TzG9ng,Democrat,Liberal,Male,,White,No,Master's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",70,80,8,20,77,76,Sometimes,Never (and never have),"Yes, and I am in the middle.",No,No,"Intellectual: reading, taking classes, trivia, etc.",Engineering,Introvert,34.001,82.827,87.099,11,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,No,3,No,3,No,3,No,3,No,3,No,3,No,3,No,3,No,3,No,3,242540AED1C7463890838C715C926676,000ce945-0a2f-4172-916b-049ad56b7a5a,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle.",Democrat,"Gaming: card games, board games, video games, etc.",Unselected,Legal,Extrovert,Selected,Selected,Unselected,Unselected,"Yes, and I am in the middle.","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle.","No, I am an only child.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am in the middle.","Yes, and I am in the middle.",Democrat,Republican,Republican,Republican,Republican,Democrat,Democrat,Democrat,Republican,"Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.",Accounting,Retired,Psychology/Counseling/Social Work,Law Enforcement/Emergency Services,Fitness Instructor,Engineering,Homemaker,Student,Engineering,Introvert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Extrovert,Introvert,Introvert,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,background_race|background_ft|background_media|background_gender|background_family|background_geography|background_hobbies|background_occupation|background_personality|background_education|background_politics
